edge_id
1007
2296
4029
3916
1515
3409
363
3752
2327
123
3686
433
759
1168
4622
1172
4355
2372
1550
5413
3550
1167
3163
3204
2863
1171
1146
1087
5152
1009
1496
5525
5653
4672
3783
4053
5024
1216
5540
5027
4596
2666
1649
1772
4362
3845
3184
5154
1675
4730
3344
2143
4687
3548
2718
3002
1551
2027
553
3111
578
4671
3293
3507
3818
5414
3386
5198
2785
1352
321
2311
4195
5606
3237
2314
2167
1356
4065
1829
4472
3790
2253
3404
4900
71
5351
2260
119
2145
4846
807
5104
3751
5217
747
1787
4777
3213
766
2144
1008
1768
4146
2179
4731
3057
3549
511
4825
2665
3236
292
5025
2157
2195
3425
125
2357
1013
3392
4801
2551
301
2704
604
1006
365
4074
4404
3939
1678
5350
4406
3077
