edge_id
3015
992
1052
2978
4402
2527
3217
3292
388
2976
975
4299
4297
3150
3903
435
3542
3290
1163
3020
2782
3539
324
3218
3291
436
2691
2601
3289
4403
1143
1164
3122
2780
1126
1045
1122
977
1128
4302
3540
1166
695
953
408
683
696
279
4298
4407
947
3191
3541
2690
2679
1051
3468
4406
3465
1127
3484
360
3121
1145
1144
1162
955
1331
2604
2680
4303
952
946
684
954
1146
682
993
3901
2781
3902
3293
2605
