edge_id
64
4697
4857
3418
3011
1007
5232
1762
360
3350
2252
4367
4044
1766
2663
4907
4035
745
5626
3392
4059
2142
3944
5037
3796
2179
3119
1672
764
5034
1013
4409
2143
4477
1087
2548
1167
4198
579
3065
805
2375
4360
3787
1146
2326
2662
1781
757
3244
1168
2295
2196
5428
5171
3412
3300
2155
5035
3401
1006
2310
1824
316
3171
429
1646
112
4152
4739
5561
1513
513
4788
3558
1008
3243
5365
2358
1675
4043
1493
2259
2927
4836
4811
116
5364
3212
2027
3514
3192
5214
4605
1350
1171
3221
2868
1354
3921
5429
4071
4631
3556
1216
5121
1172
358
5169
1009
4080
3850
287
4256
5546
3754
4411
3753
2313
2701
3823
3557
4740
296
2776
3085
1548
3144
2167
1547
2715
2141
3688
