edge_id
975
3542
435
952
696
3541
1166
992
2690
1164
4299
408
4402
953
3289
4303
3540
3015
3902
3539
3468
4302
2679
3901
3291
4297
3465
1127
955
1143
695
3122
2691
954
324
1126
3191
683
388
3293
2976
360
2527
977
4407
1122
1331
682
3292
1163
3217
3218
2978
684
1144
947
2604
279
946
3020
1128
2781
1045
3290
2782
3903
436
1051
3484
1052
2601
2780
1162
3150
3121
4403
2680
1145
1146
993
4298
2605
4406
